scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Ondatra zibethicus,Cricetidae,1.0,0.0,0.0,CRICETIDAE,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,zibethicus,RODENTIA,0.0,0.0,0.0,Ondatra,0.0,0.0,3.0,0.0,0.0,Herbivore,Ondatra zibethicus,997.955,5.217,300.835,,3650.0,198.11,365.0,27.778,6.0,6.415,2.555,29.979,21.955,26.703,152.9,1317.65,1.059,,0.0,1.0,0.003,,10.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,G,2.0,1.0,0.0,1.0,0.0,,,,0.0,,1.0,1.0,Nearctic,2.0,Mammalia,-999.0,Common Muskrat,6.415,2.555,997.955,10.0,27.77838,26.70312,21.955,152.9,-999.0,-999.0,-999.0,10.0,0.082135524,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,30.0835,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,285.0,Ondatra,174.536,zibethicus,Rodentia,Cricetidae,ondatra_zibethicus,Muskrat,HLondZib1,vs_HLondZib1,,Rodentia,Cricetidae,Ondatra,zibethicus,166.0,-,,Omnivore,Omnivore,_Omnivore,Omnivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,2.0,Omnivore,-,,0.0,0.0,10.0,0.0,90.0,90.0,-,0.0,wild,0.0,0.0,A,90.0,0.0,1065.75,Ref_1,,G,10.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1507.0,ABC,Ref_117,0.0,0.0,Ref_1
Neotoma lepida,Cricetidae,1.0,0.0,1.0,CRICETIDAE,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,lepida,RODENTIA,1.0,0.0,0.0,Neotoma,0.0,0.0,0.0,1.0,1.0,Herbivore,Neotoma lepida,113.4,,170.865,,3832.5,94.59,127.585,33.0,,2.92,3.0,59.959,8.96,31.0,34.94,1221.147,0.32,310.0,0.0,2.0,0.001,,10.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,2.0,1.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,"Nearctic, Neotropical",2.0,Mammalia,-999.0,Desert Woodrat,2.92,3.0,113.4,10.5,33.0,31.0,8.96,34.94,-999.0,-999.0,-999.0,10.48333333,0.164271047,-999.0,-999.0,112.5,-999.0,-999.0,-999.0,17.0865,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76.0,Neotoma,94.59,lepida,Rodentia,Cricetidae,neotoma_lepida,Desert woodrat,HLneoLep1,vs_HLneoLep1,,Rodentia,Cricetidae,Neotoma,lepida,362.0,-,,,,,,H-Nonspecific-Herbivore,H-Low-sugar-plants-Eater,H-Low-sugar-plants-Eater,1.0,Herbivore,-,,0.0,0.0,10.0,0.0,90.0,90.0,-,,,,,A,70.0,0.0,163.75,Ref_1,,G,10.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1566.0,ABC,Ref_117,0.0,0.0,Ref_1
Onychomys torridus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,torridus,RODENTIA,0.0,0.0,0.0,Onychomys,0.0,0.0,0.0,0.0,0.0,Carnivore,Onychomys torridus,22.0,0.596,103.46,,2044.0,56.02,121.66,30.5,,3.665,2.55,30.729,2.465,21.91,11.225,573.289,1.002,100.0,0.0,1.0,0.01,2.0,90.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,"Nearctic, Neotropical",2.0,Mammalia,-999.0,Southern Grasshopper Mouse,3.665,2.55,22.0,5.6,30.5,21.91042,2.465,11.225,-999.0,-999.0,-999.0,4.8,0.084188912,-999.0,-999.0,19.1,-999.0,-999.0,-999.0,10.346,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,77.5,Onychomys,81.958,torridus,Rodentia,Cricetidae,onychomys_torridus,Southern grasshopper mouse,HLonyTor1,vs_HLonyTor1,,Rodentia,Cricetidae,Onychomys,torridus,167.0,-,,Omnivore,Omnivore,_Omnivore,Omnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,90.0,0.0,10.0,10.0,-,0.0,wild,0.0,0.0,A,10.0,0.0,24.97,Ref_1,,G,90.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1580.0,ABC,Ref_117,0.0,0.0,Ref_1
Peromyscus crinitus,Cricetidae,0.0,0.0,1.0,CRICETIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,crinitus,RODENTIA,0.0,0.0,0.0,Peromyscus,0.0,0.0,1.0,0.0,1.0,Omnivore,Peromyscus crinitus,16.33,0.53,84.42,,2810.5,71.19,95.855,24.958,4.0,3.08,2.05,26.482,2.2,26.479,14.09,897.408,0.11,750.0,1.0,,0.003,1.0,50.0,10.0,40.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,3.0,2.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Nearctic,3.0,Mammalia,-999.0,Canyon Deermouse,3.08,2.05,16.33,7.7,24.95752,26.47932,2.2,14.09,-999.0,-999.0,-999.0,6.429166667,0.072553046,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,8.442,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,70.0,Peromyscus,71.19,crinitus,Rodentia,Cricetidae,peromyscus_crinitus,Canyon mouse,HLperCri1,vs_HLperCri1,,Rodentia,Cricetidae,Peromyscus,crinitus,382.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,20.0,20.0,40.0,-,,,,,A,0.0,20.0,17.98,Ref_1,,G,50.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1598.0,ABC,Ref_117,0.0,10.0,Ref_1
Peromyscus eremicus,Cricetidae,0.0,0.0,1.0,CRICETIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,eremicus,RODENTIA,0.0,0.0,0.0,Peromyscus,0.0,0.0,1.0,0.0,1.0,Omnivore,Peromyscus eremicus,21.75,0.54,91.2,,2701.0,54.07,80.745,26.0,4.0,2.6,3.5,38.723,2.33,24.958,,856.09,0.129,351.429,1.0,2.0,0.002,1.0,50.0,10.0,40.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,3.0,2.0,G,1.0,0.0,0.0,1.0,0.0,2130.0,35.0,2095.0,0.0,,1.0,0.0,Nearctic,2.0,Mammalia,-999.0,Cactus Deermouse,2.6,3.5,21.75,7.4,26.0,24.95752,2.33,-999.0,-999.0,-999.0,-999.0,7.4,0.106091718,-999.0,-999.0,21.0,-999.0,-999.0,-999.0,9.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Peromyscus,128.744,eremicus,Rodentia,Cricetidae,peromyscus_eremicus,Cactus mouse,HLperEre1,vs_HLperEre1,,Rodentia,Cricetidae,Peromyscus,eremicus,383.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,20.0,20.0,40.0,-,,,,,A,0.0,20.0,23.65,Ref_1,,G,50.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1606.0,ABC,Ref_117,0.0,10.0,Ref_1
Peromyscus maniculatus,Cricetidae,0.0,0.0,1.0,CRICETIDAE,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,maniculatus,RODENTIA,0.0,0.0,0.0,Peromyscus,0.0,0.0,3.0,0.0,1.0,Herbivore,Peromyscus maniculatus,20.5,0.57,98.875,,3041.667,48.05,86.72,26.0,,4.615,3.55,26.782,1.83,22.575,8.95,940.126,0.125,344.27,1.0,2.0,0.002,,50.0,10.0,40.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,3.0,1.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,1.0,"Nearctic, Neotropical",7.0,Mammalia,-999.0,North American Deermouse,4.615,3.55,20.5,8.333333333,26.0,22.575,1.83,8.95,-999.0,-999.0,-999.0,7.95,0.073374401,-999.0,108.61,21.4,-999.0,-999.0,-999.0,9.8875,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Peromyscus,59.958,maniculatus,Rodentia,Cricetidae,peromyscus_maniculatus,Deer mouse,HLperManBai2,vs_HLperManBai2,perManBai1,Rodentia,Cricetidae,Peromyscus,maniculatus,185.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,20.0,20.0,40.0,-,0.0,,,0.0,A,0.0,20.0,21.28,Ref_1,,G,50.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1611.0,ABC,Ref_117,0.0,10.0,Ref_1
Peromyscus leucopus,Cricetidae,0.0,0.0,1.0,CRICETIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,leucopus,RODENTIA,0.0,0.0,0.0,Peromyscus,0.0,0.0,1.0,0.0,1.0,Omnivore,Peromyscus leucopus,22.3,0.6,100.705,,2920.0,45.15,106.45,25.262,4.0,4.345,3.9,26.282,1.89,22.33,9.095,661.283,0.131,608.723,1.0,2.0,0.001,,50.0,10.0,40.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,3.0,2.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,1.0,"Nearctic, Neotropical",4.0,Mammalia,-999.0,White-footed Deermouse,4.345,3.9,22.3,8.0,25.26188,22.33,1.89,9.095,-999.0,-999.0,-999.0,7.9,0.072005476,-999.0,22.22,22.3,-999.0,-999.0,-999.0,10.0705,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Peromyscus,70.916,leucopus,Rodentia,Cricetidae,peromyscus_leucopus,White-footed mouse,HLperLeu1,vs_HLperLeu1,,Rodentia,Cricetidae,Peromyscus,leucopus,384.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,20.0,20.0,40.0,-,,,,,A,0.0,20.0,21.17,Ref_1,,G,50.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1624.0,ABC,Ref_117,0.0,10.0,Ref_1
Peromyscus nasutus,Cricetidae,0.0,0.0,1.0,CRICETIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,nasutus,RODENTIA,0.0,0.0,0.0,Peromyscus,0.0,0.0,1.0,0.0,1.0,Omnivore,Peromyscus nasutus,28.0,,102.0,,1971.0,42.46,72.592,30.132,,3.69,3.0,39.973,2.315,26.479,10.5,,0.148,,,,,,50.0,10.0,40.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,3.0,2.0,G,1.0,0.0,0.0,1.0,0.0,,,,,,,,Nearctic,2.0,Mammalia,-999.0,Northern Rock Deermouse,3.69,3.0,28.0,5.4,30.13164,26.47932,2.315,10.5,-999.0,-999.0,-999.0,5.3625,0.109514031,-999.0,-999.0,33.1,-999.0,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Peromyscus,42.46,nasutus,Rodentia,Cricetidae,peromyscus_nasutus,Northern rock mouse,HLperNas1,vs_HLperNas1,,Rodentia,Cricetidae,Peromyscus,nasutus,385.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,-999.0,,-,,0.0,0.0,50.0,20.0,20.0,40.0,-,,,,,A,0.0,20.0,28.0,Ref_1,,G,50.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,1633.0,ABC,Ref_117,0.0,10.0,Ref_1
Sigmodon hispidus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,hispidus,RODENTIA,0.0,0.0,0.0,Sigmodon,0.0,0.0,2.0,0.0,0.0,Omnivore,Sigmodon hispidus,159.6,1.16,185.25,,1898.0,50.19,65.0,27.0,10.0,5.44,2.0,,6.6,15.0,19.8,596.57,0.386,5626.071,0.0,,0.002,1.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Nearctic,2.0,Mammalia,-999.0,Hispid Cotton Rat,5.44,2.0,159.6,5.2,27.0,15.0,6.6,19.8,-999.0,-999.0,-999.0,5.2,-999.0,-999.0,-999.0,159.6,-999.0,-999.0,-999.0,18.525,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.0,Sigmodon,40.0,hispidus,Rodentia,Cricetidae,sigmodon_hispidus,Cotton Rat,HLsigHis1,vs_HLsigHis1,,Rodentia,Cricetidae,Sigmodon,hispidus,214.0,-,,Omnivore,Omnivore,_Omnivore,Omnivore,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,0.0,50.0,50.0,-,0.0,captive,0.0,0.0,A,50.0,0.0,92.38,Ref_1,,G,50.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1964.0,ABC,Ref_117,0.0,0.0,Ref_1
Mesocricetus auratus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auratus,RODENTIA,0.0,0.0,0.0,Mesocricetus,0.0,0.0,0.0,0.0,0.0,Omnivore,Mesocricetus auratus,105.0,1.12,180.0,,3650.0,50.97,73.6,16.0,,8.69,3.75,,2.33,20.505,22.93,787.913,0.307,,1.0,1.0,,,0.0,10.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,3.0,2.0,G,1.0,0.0,0.0,1.0,0.0,,,,,,,,Palearctic,1.0,Mammalia,-999.0,Golden Hamster,8.69,3.75,105.0,10.0,16.0,20.505,2.33,22.93,-999.0,-999.0,-999.0,3.9,-999.0,-999.0,108.0,108.2,-999.0,-999.0,-999.0,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.0,Mesocricetus,48.0,auratus,Rodentia,Cricetidae,mesocricetus_auratus,Golden hamster,mesAur1,vs_mesAur1,mesAur1,Rodentia,Cricetidae,Mesocricetus,auratus,128.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,H-All-plants-Eater,H-All-plants-Eater,H-All-plants-Eater,2.0,Omnivore,-,,10.0,10.0,10.0,30.0,60.0,90.0,-,0.0,captive,0.0,0.0,A,30.0,30.0,105.0,Ref_1,,G,0.0,0.0,0.0,30.0,0.0,ABC,1.0,0.0,10.0,1.0,0.0,2029.0,ABC,Ref_117,0.0,0.0,Ref_1
Acomys russatus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,russatus,RODENTIA,0.0,0.0,0.0,Acomys,0.0,0.0,0.0,0.0,0.0,Carnivore,Acomys russatus,54.915,,111.08,,1825.0,91.308,125.701,34.393,5.0,2.5,,,7.0,,,,1.568,2800.0,0.0,,0.0,,20.0,40.0,40.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,30.0,3.0,3.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Palearctic,1.0,Mammalia,-999.0,Golden Spiny Mouse,2.5,-999.0,54.915,5.0,34.39268,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,4.4125,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.108,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Acomys,91.308,russatus,Rodentia,Muridae,acomys_russatus,Golden spiny mouse,HLacoRus1,vs_HLacoRus1,,Rodentia,Muridae,Acomys,russatus,240.0,-,,,,,,O-Generalist,O-Generalist,O-Generalist,-999.0,,-,,40.0,40.0,60.0,0.0,40.0,40.0,-,,,,,A,30.0,0.0,49.75,Ref_1,,G,20.0,0.0,0.0,10.0,1.0,ABC,1.0,0.0,0.0,1.0,40.0,2053.0,ABC,Ref_117,0.0,0.0,Ref_1
Acomys cahirinus,Muridae,1.0,0.0,1.0,MURIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,cahirinus,RODENTIA,0.0,0.0,2.0,Acomys,0.0,0.0,2.0,0.0,1.0,Omnivore,Acomys cahirinus,45.2,0.76,175.0,,2731.417,51.9,103.0,38.0,,2.47,3.5,33.977,5.49,14.0,12.58,650.013,0.193,1900.0,0.0,,0.001,,0.0,30.0,70.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,,,,,"Afrotropical, Palearctic",3.0,Mammalia,-999.0,Northeast African Spiny Mouse,2.47,3.5,45.2,7.483333333,38.0,14.0,5.49,12.58,-999.0,-999.0,-999.0,5.45,0.093086927,-999.0,27.0,42.0,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,4.3,-999.0,-999.0,-999.0,-999.0,59.0,Acomys,58.0,cahirinus,Rodentia,Muridae,acomys_cahirinus,Spiny mouse,HLacoCah1,vs_HLacoCah1,,Rodentia,Muridae,Acomys,cahirinus,2.0,-,,Omnivore,Omnivore,_Omnivore,Omnivore,H-Nonspecific-Herbivore,O-For Examination,O-For Examination,-999.0,,-,,30.0,30.0,30.0,0.0,70.0,70.0,-,0.0,captive,0.0,0.0,A,70.0,0.0,52.45,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,30.0,2063.0,ABC,Ref_117,0.0,0.0,Ref_1
Psammomys obesus,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,obesus,RODENTIA,0.0,0.0,0.0,Psammomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Psammomys obesus,177.33,1.3,185.0,,1168.0,63.38,296.56,24.8,,3.5,3.44,38.124,6.25,27.088,40.0,549.278,0.409,69.97,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,3.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Palearctic,4.0,Mammalia,-999.0,Fat Sand Rat,3.5,3.44,177.33,3.2,24.8,27.08804,6.25,40.0,-999.0,-999.0,-999.0,3.1375,0.104449008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Psammomys,100.0,obesus,Rodentia,Muridae,psammomys_obesus,Fat sand rat,HLpsaObe1,vs_HLpsaObe1,,Rodentia,Muridae,Psammomys,obesus,195.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,captive,0.0,0.0,A,100.0,0.0,149.58,Ref_1,,G,0.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,2089.0,ABC,Ref_117,0.0,0.0,Ref_1
Rhombomys opimus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opimus,RODENTIA,0.0,0.0,0.0,Rhombomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Rhombomys opimus,214.0,,200.0,,1642.5,108.27,136.02,28.0,,5.0,2.5,,4.75,22.218,,562.532,0.454,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,900.0,,,,,,,Palearctic,2.0,Mammalia,-999.0,Great Gerbil,5.0,2.5,214.0,4.5,28.0,22.21828,4.75,-999.0,-999.0,-999.0,-999.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,105.0,Rhombomys,106.526,opimus,Rodentia,Muridae,rhombomys_opimus,Great gerbil,HLrhoOpi1,vs_HLrhoOpi1,,Rodentia,Muridae,Rhombomys,opimus,419.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,144.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,2091.0,ABC,Ref_117,0.0,0.0,Ref_1
Meriones unguiculatus,Muridae,0.0,0.0,1.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,unguiculatus,RODENTIA,1.0,0.0,0.0,Meriones,0.0,0.0,0.0,0.0,1.0,Herbivore,Meriones unguiculatus,58.1,1.13,112.5,,2299.5,56.5,91.0,25.09,,5.0,3.84,45.969,2.9,24.0,14.3,503.887,0.222,14560.0,0.0,,,,20.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,50.0,3.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,,,,,"Indomalayan, Palearctic",3.0,Mammalia,-999.0,Mongolian Jird,5.0,3.84,58.1,6.3,25.09,24.0,2.9,14.3,-999.0,-999.0,-999.0,2.0,0.125941136,-999.0,-999.0,64.8,-999.0,-999.0,-999.0,11.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,36.0,Meriones,56.5,unguiculatus,Rodentia,Muridae,meriones_unguiculatus,Jird,HLmerUng1,vs_HLmerUng1,HLmerUng1,Rodentia,Muridae,Meriones,unguiculatus,127.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Low-sugar-plants-Eater,O-For Examination,O-For Examination,-999.0,,-,,0.0,0.0,20.0,10.0,70.0,80.0,-,0.0,captive,0.0,0.0,A,50.0,10.0,53.3,Ref_1,,G,20.0,0.0,1.0,20.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,2181.0,ABC,Ref_117,0.0,0.0,Ref_1
Apodemus sylvaticus,Muridae,0.0,0.0,1.0,MURIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,sylvaticus,RODENTIA,0.0,0.0,0.0,Apodemus,0.0,0.0,0.0,0.0,1.0,Omnivore,Apodemus sylvaticus,23.4,0.585,118.755,,2308.625,57.93,85.0,23.436,,5.18,3.8,41.112,1.5,20.696,,626.648,0.134,1700.0,0.0,2.0,0.007,,20.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,40.0,4.0,2.0,G,2.0,0.0,0.0,1.0,0.0,3300.0,0.0,3300.0,0.0,,1.0,1.0,Palearctic,5.0,Mammalia,-999.0,Long-tailed Field Mouse,5.18,3.8,23.4,6.325,23.43572,20.69648,1.5,-999.0,-999.0,-999.0,-999.0,4.4,0.112635181,-999.0,-999.0,23.8,-999.0,-999.0,-999.0,11.8755,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,65.0,Apodemus,71.0,sylvaticus,Rodentia,Muridae,apodemus_sylvaticus,Wood mouse,HLapoSyl1,vs_HLapoSyl1,,Rodentia,Muridae,Apodemus,sylvaticus,248.0,-,,,,,,H-All-plants-Eater,O-Generalist,O-Generalist,2.0,Omnivore,-,,0.0,0.0,20.0,20.0,60.0,80.0,-,,,,,A,40.0,20.0,30.45,Ref_1,,G,20.0,0.0,0.0,20.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,2246.0,ABC,Ref_117,0.0,0.0,Ref_1
